hypothesis,evidences,label
The maximum Progression Free Survival for patients in cohort 1 NCT01997333 was 1 year.,"[""Outcome Measurement: "", ""  Progression Free Survival (PFS)"", ""  PFS is defined as the time from randomization to the earlier of disease progression or death due to any cause. Disease progression is defined using Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.1), as a 20% increase in the sum of the longest diameter of target lesions, or progression in a non-target lesion, or the appearance of new lesions. The primary analysis of PFS was based on PFS events determined retrospectively by the central independent review committee, blinded to treatment assignment and investigator assessments according to RECIST 1.1 criteria."", ""  Time frame: Evaluated every 6 - 9 weeks following treatment initiation"", ""Results 1: "", ""  Arm/Group Title: Capecitabine"", ""  Arm/Group Description: Capecitabine administered on Days 1 through 14 of each 21 day cycle until disease progression, discontinuation due to toxicity, withdrawal of consent, or end of study."", ""  Overall Number of Participants Analyzed: 109"", ""  Median (95% Confidence Interval)"", ""  Unit of Measure: months  2.8        (1.6 to 3.2)""]",Contradiction
"Patients with tumors that are HER2 +, PR and ER -, are eligible for NCT02455453.","[""Inclusion Criteria:"", ""  Patient must have any one of the following types of breast cancer (primary or metastatic): ER+/PgR+/HER2- or ER+/PgR-/HER2-.""]",Contradiction
"Skin infections were more common in patients in cohort 1 of NCT00828074, than in cohort 1 of NCT00810797.","[""Adverse Events 1:"", ""  Skin infection * 1/36 (2.78%)""]",Entailment
"NCT00127933 recorded one patient with a catheter-related complication, whereas in NCT00191789 none where observed.","[""  Catheter site cellulitis 1/122 (0.82%)"", ""  Catheter site cellulitis 0/34 (0.00%)""]",Entailment
"Only people who have previously been diagnosed with cancer and are currently receiving ongoing treatment for their primary tumor are eliglbe for NCT00981305, as long as they are over the age of 20.","[""Inclusion Criteria:"", ""  breast cancer survivors over 20 years-old""]",Contradiction
Prior exposure to taxane is obligatory for patients in NCT01908101.,"[""Inclusion Criteria:"", ""  Ability to provide written informed consent"", ""  Prior exposure to taxane in the adjuvant, neoadjuvant or metastatic setting""]",Entailment
Both cohorts of NCT00767520 reported the same precentage of patients vomiting during the trial.,"[""Adverse Events 1:"", ""  Vomiting 2/79 (2.53%)"", ""Adverse Events 2:"", ""  Vomiting 2/76 (2.63%)""]",Contradiction
Patients with wounds that havent healed within five to eight weeks are ineligible for NCT00364611.,"[""  Presence of any non-healing wound, fracture, or ulcer, or the presence of clinically significant (>/= Grade 2) peripheral vascular disease""]",Entailment
None of the adverse events recorded for NCT00846027 occurred more than once.,"[""Adverse Events 1:"", ""  Total: 21/82 (25.61%)"", ""  Neutrophils count decreased 1/82 (1.22%)"", ""  Cardiac ischemia/infarction 1/82 (1.22%)"", ""  Left ventricular systolic dysfunction 1/82 (1.22%)"", ""  Hypertension 1/82 (1.22%)"", ""  Supraventricular and nodal arrhythmia 1/82 (1.22%)"", ""  Anorexia 1/82 (1.22%)"", ""  Gastrointestinal perforation 1/82 (1.22%)"", ""  Vomiting 1/82 (1.22%)"", ""  Dehydration 1/82 (1.22%)"", ""  Diarrhoea 1/82 (1.22%)""]",Entailment
Only 2 of the adverse event cases in NCT00074152 occurred in patients from cohort 1.,"[""Adverse Events 1:"", ""  Total: 0/77 (0.00%)"", ""  Neutropenia  [1]0/77 (0.00%)"", ""  Left ventricular dysfunction 0/77 (0.00%)"", ""  Cardiac ischemia 0/77 (0.00%)"", ""  Gastrointestinal pain 0/77 (0.00%)"", ""  Colitis 0/77 (0.00%)"", ""  Febrile neutropenia 0/77 (0.00%)"", ""  Pulmonary/upper respiratory infection 0/77 (0.00%)"", ""  Diverticulitis 0/77 (0.00%)"", ""  Motor neuropathy 0/77 (0.00%)"", ""  Endometrial mucosa thinkening 0/77 (0.00%)"", ""Adverse Events 2:"", ""  Total: 12/85 (14.12%)"", ""  Neutropenia  [1]1/85 (1.18%)"", ""  Left ventricular dysfunction 1/85 (1.18%)"", ""  Cardiac ischemia 2/85 (2.35%)"", ""  Gastrointestinal pain 1/85 (1.18%)"", ""  Colitis 1/85 (1.18%)"", ""  Febrile neutropenia 3/85 (3.53%)"", ""  Pulmonary/upper respiratory infection 1/85 (1.18%)"", ""  Diverticulitis 1/85 (1.18%)"", ""  Motor neuropathy 1/85 (1.18%)"", ""  Endometrial mucosa thinkening 1/85 (1.18%)""]",Contradiction
There was less than a 5% difference in the results from the 9 mg and 18 mg group in NCT02463032.,"[""Outcome Measurement: "", ""  Clinical Benefit Rate, in Centrally Confirmed Androgen Receptor (AR)+ Subjects"", ""  To estimate the clinical benefit rate (defined as complete response, partial response, or stable disease) according to RECIST 1.1, in subjects with estrogen receptor positive/androgen receptor positive (ER+/AR+) BC who have centrally confirmed AR+ status. Per Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.1) for target lesions assessed by CT or MRI: Complete Response (CR), Disappearance of all target lesions; Partial Response (PR), >=30% decrease in the sum of the longest diameter of target lesions; Overall Response (OR) = CR + PR; Clinical Benefit Rate (CBR)= CR + PR + SD."", ""  Time frame: 24 weeks"", ""Results 1: "", ""  Arm/Group Title: GTx-024 9 mg"", ""  Arm/Group Description: Drug: GTx-024 GTx-024 softgel capsules will be administered once daily to a total dose of 9 mg"", ""  GTx-024: To determine whether either or both doses result in an acceptable clinical benefit rate."", ""  Overall Number of Participants Analyzed: 50"", ""  Measure Type: Number"", ""  Unit of Measure: participants  16"", ""Results 2: "", ""  Arm/Group Title: GTx-024 18 mg"", ""  Arm/Group Description: Drug: GTx-024 GTx-024 softgel capsules will be administered once daily to a total dose of 18 mg"", ""  GTx-024: To determine whether either or both doses result in an acceptable clinical benefit rate."", ""  Overall Number of Participants Analyzed: 52"", ""  Measure Type: Number"", ""  Unit of Measure: participants  15""]",Entailment
Patients with Lactiferous duct carcinomas are eligible for NCT01805089.,"[""Inclusion Criteria:"", ""  History of ductal carcinoma in situ, lobular carcinoma in situ or stages 1-3 breast cancer""]",Entailment
NCT00266110 had a much higher rate of adverse events than NCT00879086.,"[""Adverse Events 1:"", ""  Total: 2/17 (11.76%)"", ""  Nausea * 1/17 (5.88%)"", ""  Pain - Abdomen NOS * 1/17 (5.88%)"", ""  Constipation * 1/17 (5.88%)""]",Contradiction
NCT00388726 had a lower total number of patients experiencing adverse events compared to NCT00617942.,"[""Adverse Events 1:"", ""  Total: 7/37 (18.92%)""]",Contradiction
A minimum bodyweight of 50kg is required to participate in either NCT00304096 or NCT00876395.,"[""  Body weight > 110 lbs (without clothes)""]",Contradiction
"Patients whose breast cancer has spread into both the skin and the chest wall are eligible for NCT02748213, but not NCT00290732.","[""  T1-3, any N disease"", ""  No inflammatory breast cancer or other T4 features""]",Entailment
Cohort 2 of NCT00320541 recorded 10% more cases of Leukopenia than cohort 1.,"[""Adverse Events 1:"", ""  Leukopenia 1/94 (1.06%)"", ""Adverse Events 2:"", ""  Leukopenia 3/93 (3.23%)""]",Contradiction
"By week 48 of NCT01743560 none of the patients had Complete Response, 7 had partial response and 15 had progressive disease.","[""Outcome Measurement: "", ""  Best Overall Response of Everolimus and Exemestane Treatment in Postmenopausal Women With Hormone Receptor Positive Locally Advanced or Metastatic Breast Cancer"", ""  The best Overall Response (OR) for each patient is determined from the sequence of investigator overall lesion responses according to Response Evaluation Criteria in Solid Tumors (RECIST 1.1.). To be assigned a best OR of Complete Responese (CR) at least two determinations of CR at least 4 weeks apart before progression are required. To be assigned a best OR of Partial Response (PR) at least two determinations of PR or better at least 4 weeks apart before progression (and not qualifying for a CR) are required.The Overall Response Rate (ORR) was defined as the proportion of patients with a best OR of confirmed CR or PR by week 48."", ""  Time frame: At 48 weeks"", ""Results 1: "", ""  Arm/Group Title: Everolimus and Exemestane"", ""  Arm/Group Description: Postmenopausal women diagnosed with oestrogen receptor positive locally advanced or metastatic breast cancer will receive everolimus at a dose of 10mg daily p.o. and exemestane 25mg daily p.o."", ""  Overall Number of Participants Analyzed: 49"", ""  Measure Type: Number"", ""  Unit of Measure: participants  Patients with measurable disease at baseline: 39"", ""  Patients with non-measurable disease at baseline: 10"", ""  Best at WK 48 - Complete Response (CR): 0"", ""  Best at WK 48 - Partial Response (PR): 7"", ""  Best at WK 48 - Stable Disease (SD): 18"", ""  Best at WK 48 - Progressive Disease (PD): 15"", ""Unknown: 1"", ""Missing: 8""]",Entailment
Patients in NCT00688909 and NCT00129376 did not suffer from any of the same adverse events.,"[""Adverse Events 1:"", ""  Total: 5/261 (1.92%)"", ""  Cholecystitis chronic 1/261 (0.38%)"", ""  Post procedural bile leak 1/261 (0.38%)"", ""  Spinal column stenosis 1/261 (0.38%)"", ""  Depression 1/261 (0.38%)"", ""  Mania 1/261 (0.38%)"", ""  Pulmonary embolism 1/261 (0.38%)""]",Entailment
"A higher percent of patients in cohort 1 of NCT02924883 experienced adverse events, than in cohort 1 of NCT00559754.","[""Adverse Events 1:"", ""  Total: 13/72 (18.06%)""]",Entailment
"NCT00878709 had a total of 3 patients experiencing Pancreatic Cancer, NCT02447003 had 0.","[""Adverse Events 1:"", ""  Total: 103/1408 (7.32%)"", ""  Anaemia 1/1408 (0.07%)"", ""  Angina pectoris 1/1408 (0.07%)"", ""  Myocardial infarction 1/1408 (0.07%)"", ""  Atrial fibrillation 0/1408 (0.00%)"", ""  Sinus tachycardia 0/1408 (0.00%)"", ""  Tachycardia 0/1408 (0.00%)"", ""  Vertigo 0/1408 (0.00%)"", ""  Diarrhoea 22/1408 (1.56%)"", ""  Vomiting 12/1408 (0.85%)"", ""  Nausea 4/1408 (0.28%)"", ""  Abdominal pain 2/1408 (0.14%)"", ""  Pancreatitis 2/1408 (0.14%)"", ""Adverse Events 2:"", ""  Total: 85/1408 (6.04%)"", ""  Anaemia 1/1408 (0.07%)"", ""  Angina pectoris 0/1408 (0.00%)"", ""  Myocardial infarction 1/1408 (0.07%)"", ""  Atrial fibrillation 1/1408 (0.07%)"", ""  Sinus tachycardia 1/1408 (0.07%)"", ""  Tachycardia 1/1408 (0.07%)"", ""  Vertigo 1/1408 (0.07%)"", ""  Diarrhoea 1/1408 (0.07%)"", ""  Vomiting 1/1408 (0.07%)"", ""  Nausea 1/1408 (0.07%)"", ""  Abdominal pain 0/1408 (0.00%)"", ""  Pancreatitis 1/1408 (0.07%)""]",Contradiction
"NCT00696072 uses Clinical Benefit (CBR) as outcome measurement, which is different from Proportion of Participants With a Pathologic Complete Response Rate which is used for NCT01855828.","[""Outcome Measurement: "", ""  Proportion of Participants With a Pathologic Complete Response Rate"", ""  To estimate the pathologic complete response rate (pCR) when pertuzumab is added to weekly trastuzumab/paclitaxel followed by trastuzumab/5-fluorouracil, epirubicin and cyclophosphamide neoadjuvant chemotherapy in HER2-positive breast cancer. This study will assess pCR rates separately in ER+ and ER- cancers. Pathologic complete response is defined as no evidence of viable invasive tumor cells at the primary tumor site and axillary lymph nodes in the surgical specimen. Residual Disease (RD) is defined as: Any invasive cancer in the breast or axillary lymph nodes in the surgical specimen."", ""  Time frame: 20 weeks""]",Entailment
"NCT00392392 records two different types of pain in its adverse events, in the abdomen and chest area, NCT00503906 does not record any types of pain in its participants. ","[""Adverse Events 1:"", ""  Pain - Abdomen 1/29 (3.45%)"", ""  Pain - Chest 1/29 (3.45%)""]",Entailment
Patients that are not willing to sign and give written informed consent for participation of NCT00121836 will still be included.,"[""Inclusion Criteria:"", ""  Women >=18 years of age"", ""  HER2-negative metastatic breast cancer"", ""  Previous adjuvant chemotherapy or hormonal treatment"", ""  >=1 measurable target lesion"", ""Exclusion Criteria:"", ""  Previous treatment with chemotherapy, an anti-angiogenic agent, or a biologic therapy for advanced or metastatic cancer"", ""  Radiation therapy within 4 weeks of study treatment start or insufficient recovery from the effects of prior radiation therapy"", ""  Central nervous system metastases"", ""  Other malignancy within last 5 years, except cured basal cell carcinoma of skin and carcinoma in situ of uterine cervix"", ""  Serious concurrent infection""]",Contradiction
"None of the patients in NCT01565499 were recorded as having heart related adverse events, whereas many patients in NCT01234402 experienced several different heart related issues.","[""Adverse Events 1:"", ""  Total: 6/81 (7.41%)"", ""  Colitis  [1]1/81 (1.23%)"", ""  Multiple Sclerosis Relapse 1/81 (1.23%)"", ""  Neurotoxicity  [2]2/81 (2.47%)"", ""  Community-acquired pneumonia 1/81 (1.23%)"", ""  Local Infection Reservoir Area 1/81 (1.23%)""]",Entailment
Candidates for NCT00058058 do not need to meet a specific life expectancy criteria.,"[""  Life expectancy"", ""  Not specified""]",Entailment
Most patients in the Letrozole group of NCT00171704 had a decreased Bone Mineral Density of the Lumbar Spine after 24 months.,"[""Outcome Measurement: "", ""  Percent Change From Baseline of Bone Mineral Density of the Lumbar Spine (L2-l4)"", ""  Lumbar spine (L2-L4) BMD measurements by dual energy X-ray absorptiometry (DXA) were performed after surgery and within 2 weeks prior to randomization and repeated every 6 months for the first 2 years and annually thereafter until 5 years after enrollment. The primary scanning site was the lumbar spine (L2 to L4) and the secondary scanning site was the total hip. All DXA scans were evaluated by a central reader."", ""  Time frame: Baseline, 24 months"", ""Results 1: "", ""  Arm/Group Title: Letrozole"", ""  Arm/Group Description: 2.5 mg once daily (q.d.)orally for 5 years"", ""  Overall Number of Participants Analyzed: 63"", ""  Median (Full Range)"", ""  Unit of Measure: Percent Change  -4.63        (-14.21 to 4.32)"", ""Results 2: "", ""  Arm/Group Title: Tam-Let"", ""  Arm/Group Description: 20 mg Tamoxifen once daily (q.d.) orally for 2 years followed by Letrozole 2.5 mg q.d. orally for 3 years."", ""  Overall Number of Participants Analyzed: 68"", ""  Median (Full Range)"", ""  Unit of Measure: Percent Change  0.37        (-6.98 to 15.21)""]",Entailment
There were 5 more cases of Anaemia and 1 more case of Disseminated intravascular coagulation in cohort 1 of NCT00863655 compared to cohort 2.,"[""Adverse Events 1:"", ""  Total: 158/482 (32.78%)"", ""  Anaemia 7/482 (1.45%)"", ""  Disseminated intravascular coagulation 1/482 (0.21%)"", ""Adverse Events 2:"", ""  Total: 37/238 (15.55%)"", ""  Anaemia 2/238 (0.84%)"", ""  Disseminated intravascular coagulation 0/238 (0.00%)""]",Entailment
"Patients with dysphagia cannot participate in NCT01931163, but may be eligible for NCT00676793.","[""Inclusion Criteria:"", ""  Definitive biopsy demonstrating primary breast cancer"", ""  Residual breast cancer requiring additional surgical resection"", ""  Stage I, II or III disease"", ""  Patient has ability to give signed informed consent"", ""  Normal hepatic and renal function (creatinine<1.5, transaminases <1.5 times upper limit of normal)."", ""  ECOG Performance status of 0 or 1."", ""  Age  21 years and less than 75"", ""Exclusion Criteria:"", ""  Prior hormonal or surgical therapy for breast cancer"", ""  Abnormal liver function test"", ""  Liver or kidney problems that would interfere with metabolism of study drug"", ""  Any condition that would hamper informed consent or ability to comply with study protocol"", ""  Participation in another research study in the last three months"", ""  Known malignancy at any site other than breast"", ""  Recent consumption of green tea (5 or more cups per day, within one week prior to biopsy)"", ""  Allergy or intolerance to any component of green tea"", ""  Inability or refusal to comply with definitive surgical therapy""]",Entailment
"There were no cases of Leukopenia, Epitasis or Arrhythmia observed in patients participating in NCT00403130.","[""Adverse Events 1:"", ""  Total: 18/26 (69.23%)"", ""  Thrombocytopenia * 4/26 (15.38%)"", ""  Neutropenia * 3/26 (11.54%)"", ""  Epitasis * 1/26 (3.85%)"", ""  Peripheral arterial ischemia * 1/26 (3.85%)"", ""  Thrombosis *  [1]1/26 (3.85%)"", ""  Weakness * 1/26 (3.85%)"", ""  Pain *  [2]2/26 (7.69%)"", ""  Febrile neutropenia * 1/26 (3.85%)"", ""  Aspartate Aminotransferase *  [3]1/26 (3.85%)"", ""  Syncope * 1/26 (3.85%)""]",Contradiction
"Patients must be older than 18, female, have three or more target lesions and more than 1 regiment of chemotherapy to participate in NCT00077857.","[""Inclusion Criteria:"", ""  women >=18 years of age;"", ""  >=1 target lesion;"", ""  >=2 regimens of chemotherapy for advanced/metastatic disease.""]",Contradiction
There were 4 more cases of Dyspnea than Dehydration in NCT01127763.,"[""  Dehydration 1/25 (4.00%)"", ""  Dyspnea (Shortness Of Breath) 2/25 (8.00%)""]",Contradiction
NCT00721630 and NCT00256243 are both taking place at the Memorial Sloan Kettering Cancer Center.,"[""Eligibility Criteria:"", ""  Patients must be women with a histologically confirmed diagnosis of locally advanced or inflammatory breast carcinoma. Histologic confirmation shall be by either core needle biopsy or incisional biopsy. Punch biopsy is allowed if invasive breast cancer is documented."", ""  Patients must meet one of the criteria defined below (indicate one):"", ""  a .Selected Stage IIB (T3, N0, M0) or IIIA (T3, N1-2, M0) disease judged primarily unresectable by an experienced breast surgeon; or otherwise deemed appropriate candidates for neoadjuvant treatment."", ""  b. Stage IIIB (T4, Any N, M0) or (Any T, N3, M0) disease."", ""  Physical examination, chest x-ray and any x-rays or scans needed for tumor assessment must be performed within 90 days prior to registration."", ""  Patients with the clinical diagnosis of congestive heart failure or angina pectoris are NOT eligible. Patients with hypertension or age > 60 years must have a Multiple Gated Acquisition (MUGA) or echocardiogram scan performed within 90 days prior to registration (indicate not applicable (NA) if no MUGA required) and Left Ventricular Ejection Fraction (LVEF) % must be greater than the institutional lower limit of normal."", ""  Patients must have a serum creatinine and bilirubin  the institutional upper limit of normal, and an Serum glutamic oxaloacetic transaminase (SGOT) or Serum glutamic pyruvic transaminase (SGPT)  2x the institutional upper limit of normal. These tests must have been performed within 90 days prior to registration."", ""  Patients must have an Absolute neutrophil count (ANC) of  1,500/\u03bcl and a platelet count of  100,000/\u03bcl. These tests must have been performed within 90 days prior to registration."", ""  Patients must have a performance status of 0-2 by Zubrod criteria"", ""  Pregnant or nursing women may not participate due to the possibility of fetal harm or of harm to nursing infants from this treatment regimen. Women of reproductive potential may not participate unless they have agreed to use an effective contraceptive method. A urine pregnancy test is required for women of childbearing potential."", ""  All patients must be informed of the investigational nature of this study and must sign and give written informed consent in accordance with institutional and federal guidelines.""]",Contradiction
Patients with at most stage 3 cancer are eligible for NCT00654836 and NCT00274768.,"[""  Evidence of metastatic involvement (stage IV disease)""]",Contradiction
"Patients with cytologically confirmed, metastatic, early stage invasive breast cancer with an Allred score of 3 are eligible for NCT00756717.","[""Inclusion Criteria:"", ""  Patients must have histologically or cytologically confirmed early stage, ER-positive (Allred score 3), invasive breast cancer that is not either locally advanced by criteria other than size or inflammatory, and is not metastatic. - Patients must be candidates for surgical removal of the tumor by lumpectomy or mastectomy.""]",Contradiction
Only men and postmenopausal women are eligible for NCT02040857.,"[""  Men and both pre- and postmenopausal women are eligible.""]",Contradiction
There were 6 adverse event categories for cohort 1 of NCT00728949 which recorded at least one case.,"[""Adverse Events 1:"", ""  Total: 16/56 (28.57%)"", ""  Pancytopenia 0/56 (0.00%)"", ""  Pericarditis 0/56 (0.00%)"", ""  Abdominal pain 1/56 (1.79%)"", ""  Anal fissure 1/56 (1.79%)"", ""  Ascites 1/56 (1.79%)"", ""  Constipation 0/56 (0.00%)"", ""  Diarrhoea 1/56 (1.79%)"", ""  Nausea 0/56 (0.00%)"", ""  Oesophageal pain 0/56 (0.00%)"", ""  Vomiting 0/56 (0.00%)"", ""  Disease progression 2/56 (3.57%)"", ""  Infusion related reaction 1/56 (1.79%)"", ""  Pain 0/56 (0.00%)""]",Entailment
Cohort 2 of NCT01764022 recorded multiple incidents of thrombocytopenia.,"[""Adverse Events 2:"", ""  Anemia with trombocytopenia  1/110 (0.91%)""]",Contradiction
Patients with metastatic HER-2 positive adenocarcinoma of the breast can never be eligible for NCT00654836.,"[""DISEASE CHARACTERISTICS:"", ""  Histologically or cytologically confirmed primary adenocarcinoma of the breast"", ""  Locally recurrent or metastatic disease"", ""  Must have HER-2-negative breast cancer or, if HER-2-positive, must be unable to receive trastuzumab (Herceptin\u00ae) or have previously received trastuzumab in the past"", ""  No known CNS disease""]",Contradiction
T2 N1 M0 adenocarcinoma of the breast are eligible for NCT00005957.,"[""DISEASE CHARACTERISTICS:"", ""  Histologically proven invasive carcinoma of the breast"", ""  No evidence of T4, N2-3, or M1 disease prior to surgery"", ""  Node positive or high-risk node negative""]",Entailment
"NCT00394082 recorded cases of pleural effusion and Spinal compression fracture, neither of these were observed in NCT01033032.","[""Adverse Events 1:"", ""  Total: 13/50 (26.00%)"", ""  Febrile neutropenia 3/50 (6.00%)"", ""  Neutropenia 1/50 (2.00%)"", ""  Pancreatitis 1/50 (2.00%)"", ""  Cholangitis 1/50 (2.00%)"", ""  Cholelithiasis 1/50 (2.00%)"", ""  Anaphylactic reaction  [1]1/50 (2.00%)"", ""  Pneumonia 1/50 (2.00%)"", ""  Pneumonitis chemical 1/50 (2.00%)"", ""  Spinal compression fracture 1/50 (2.00%)"", ""  Dehydration 1/50 (2.00%)"", ""  Electrolyte imbalance 1/50 (2.00%)""]",Contradiction
Adult Patients with histologic confirmation of invasive bilateral breast carcinoma (T1 N1 M1) are eligible for NCT01097642.,"[""Inclusion Criteria:"", ""  Patients with histologic confirmation of invasive breast carcinoma."", ""  Patients greater than or equal to 18 years."", ""  Patients should have T1N1-3M0 or T2-4 N0-3M0."", ""  Patients with bilateral breast cancer are eligible.""]",Contradiction
NCT00244933 monitors the occurrence of anemia in its adverse events.,"[""Adverse Events 1:"", ""  Total: 5/19 (26.32%)"", ""  Pain 3/19 (15.79%)"", ""  White blood cells (WBC) 5/19 (26.32%)"", ""  Hemoglobin (Hgb) 1/19 (5.26%)"", ""  Absolute neutrophil count (ANC) 5/19 (26.32%)"", ""  Platelets 3/19 (15.79%)"", ""  Elevated Aspartate Aminotransferase (AST) 1/19 (5.26%)"", ""  Elevated Alanine Aminotransferase (ALT) 1/19 (5.26%)"", ""  Dyspnea 3/19 (15.79%)""]",Contradiction
Only 1 type of infection recorded across the duration of both NCT02129556 and NCT01301729.,"[""Adverse Events 1:"", ""  Total: 5/32 (15.63%)"", ""  Leukopenia 1/32 (3.13%)"", ""  Neutropenia 1/32 (3.13%)"", ""  Cataract 1/32 (3.13%)"", ""  Infection 1/32 (3.13%)"", ""  Upper respiratory tract infection 1/32 (3.13%)"", ""  Completed suicide 1/32 (3.13%)""]",Contradiction
"NCT00950300 recorded a multitude of patients with chest pain, whereas NCT00615901 observed only one patient with abdominal pain.","[""Adverse Events 1:"", ""  Angina pectoris * 1/298 (0.34%)""]",Contradiction
More than 15 patients in cohort 1 of NCT01298193 experienced adverse events.,"[""Adverse Events 1:"", ""  Total: 31/185 (16.76%)""]",Entailment
"The most common adverse event in both cohorts of NCT00003830 was Anaphylaxis, which affected less than 1% of patients.","[""Adverse Events 1:"", ""  Total: 9/2788 (0.32%)"", ""  Anaphylaxis 5/2788 (0.18%)"", ""  Infections and infestations - Other, specify 2/2788 (0.07%)"", ""  Nervous system disorders - Other, specify 0/2788 (0.00%)"", ""  Respiratory, thoracic and mediastinal disorders - Other, specify 1/2788 (0.04%)"", ""  Thromboembolic event 1/2788 (0.04%)"", ""Adverse Events 2:"", ""  Total: 8/2800 (0.29%)"", ""  Anaphylaxis 5/2800 (0.18%)"", ""  Infections and infestations - Other, specify 0/2800 (0.00%)"", ""  Nervous system disorders - Other, specify 1/2800 (0.04%)"", ""  Respiratory, thoracic and mediastinal disorders - Other, specify 1/2800 (0.04%)"", ""  Thromboembolic event 2/2800 (0.07%)""]",Entailment
"There were no cases of Cellulitis, Vertigo or Anaemia in NCT01926886.","[""Adverse Events 1:"", ""  Total: 8/101 (7.92%)"", ""  Vertigo * 1/101 (0.99%)"", ""  Infected lymphocele * 1/101 (0.99%)"", ""  Ejection fraction decreased * 5/101 (4.95%)"", ""  Lymphoedema * 1/101 (0.99%)""]",Contradiction
NCT00171314 recorded more total occurences of cardiac adverse events than NCT02896855.,"[""Adverse Events 1:"", ""  Total: 23/120 (19.17%)"", ""  Febrile neutropenia 4/120 (3.33%)"", ""  Leukopenia 2/120 (1.67%)"", ""  Neutropenia 8/120 (6.67%)"", ""  Cardiac tamponade 0/120 (0.00%)"", ""  Ventricular arrhythmia 1/120 (0.83%)"", ""  Ascites 0/120 (0.00%)"", ""  Oesophagitis 0/120 (0.00%)"", ""  Large intestine polyp 0/120 (0.00%)"", ""  Death 1/120 (0.83%)"", ""  Liver injury 1/120 (0.83%)"", ""  Pneumonia 3/120 (2.50%)"", ""Adverse Events 2:"", ""  Total: 30/122 (24.59%)"", ""  Febrile neutropenia 3/122 (2.46%)"", ""  Leukopenia 3/122 (2.46%)"", ""  Neutropenia 9/122 (7.38%)"", ""  Cardiac tamponade 2/122 (1.64%)"", ""  Ventricular arrhythmia 0/122 (0.00%)"", ""  Ascites 1/122 (0.82%)"", ""  Oesophagitis 1/122 (0.82%)"", ""  Large intestine polyp 0/122 (0.00%)"", ""  Death 1/122 (0.82%)"", ""  Liver injury 0/122 (0.00%)"", ""  Pneumonia 5/122 (4.10%)""]",Entailment
Orange juice is banned for patients undertaking NCT00895414.,"[""Inclusion Criteria:"", ""  Agrees not to consume grapefruit juice while on the study""]",Contradiction
Women of any age can participate in NCT01783444 or NCT03136367.,"[""Key Inclusion Criteria:"", ""  - Women with locally advanced, recurrent, or metastatic breast cancer along with confirmation of estrogen-receptor positive (ER+). Measurable disease defined as at least one lesion  10 mm by CT or MRI that can be accurately measured in at least one dimension (CT scan slice thickness  5 mm) OR  Bone lesions: lytic or mixed (lytic + blastic) in the absence of measurable disease as defined above."", ""  Key Exclusion Criteria:"", ""  - Patients who received more than one chemotherapy line. Patients with only non-measurable lesions other than lytic or mixed (lytic and blastic) bone metastasis.Previous treatment with exemestane, mTOR inhibitors, PI3K inhibitors or AKT inhibitors.""]",Contradiction
Patients with stage 3 Cervical carcinoma are excluded from NCT02005549.,"[""Inclusion Criteria:"", ""  no prior or current neoplasm except for non-melanoma skin cancer, or in situ cancer of the cervix;""]",Entailment
"Patients with incurable and unresectable Breast Cancer are eligible for NCT01702571, unless it is metastatic.","[""Inclusion Criteria:"", ""  Documented progression of incurable, unresectable, LABC, or mBC, defined by the investigator: progression must occur during or after most recent treatment for LABC/mBC or within 6 months of completing adjuvant therapy""]",Contradiction
Females aged between 18-25 with Bone lesions or Leptomeningeal disease cannot be included in either NCT00662129 or NCT03097653.,"[""Inclusion Criteria:"", ""  Women aged 45-69, according to the target age of the screening centres involved;"", ""  New invited women in mammography screening programme."", ""Exclusion Criteria:"", ""None""]",Entailment
"Patients must have a confirmed Postmenopausal status, defined as a lack of menses for over a year, if they are to take part in NCT01004744.","[""  Postmenopausal status defined as cessation of menses for >1 year or FSH > 20 mIU/mL (within the past month)""]",Entailment
"Patients who received over 5 years of anastrozole therapy, completed under a year ago, are eligible for NCT00754845.","[""  Must have received 4\u00bd - 6 years of aromatase inhibitor therapy (e.g., letrozole, anastrozole, or exemestane), either as initial therapy or after prior tamoxifen citrate, including treatment received as part of clinical trial CAN-NCIC-MA17"", ""  Completed aromatase inhibitor therapy  2 years ago""]",Contradiction
"Patients with ER positive, PR positive or HER2 positive stage 4 tumors may be eligible for NCT01273896 or NCT00041067.","[""DISEASE CHARACTERISTICS:"", ""  Histologically confirmed stage IV breast cancer""]",Contradiction
